Date,Open,High,Low,Close,Adj Close,Volume
1995-05-09,5.437891,5.959333,5.437891,5.810350,3.477568,2629200
1995-05-10,5.959333,6.331792,5.959333,6.182808,3.700488,4705800
1995-05-11,6.182808,6.406283,6.182808,6.331792,3.789657,3039000
1995-05-12,6.331792,6.406283,6.257300,6.257300,3.745073,1584800
1995-05-15,6.257300,6.331792,6.257300,6.257300,3.745073,1119300
1995-05-16,6.257300,6.331792,6.182808,6.257300,3.745073,1203800
1995-05-17,6.257300,6.257300,6.033825,6.108317,3.655907,1458800
1995-05-18,6.108317,6.257300,6.108317,6.182808,3.700488,420200
1995-05-19,6.257300,6.257300,6.108317,6.182808,3.700488,414400
1995-05-22,6.480775,6.778742,6.406283,6.629758,3.967996,1283800
1995-05-23,6.555267,6.778742,6.480775,6.704250,4.012579,1303500
1995-05-24,6.704250,6.704250,6.555267,6.555267,3.923410,989700
1995-05-25,6.555267,6.555267,6.331792,6.406283,3.834243,510500
1995-05-26,6.480775,6.480775,6.406283,6.480775,3.878825,613600
1995-05-30,6.406283,6.778742,6.257300,6.629758,3.967996,1501500
1995-05-31,6.480775,6.704250,6.406283,6.555267,3.923410,2193900
1995-06-01,6.480775,6.555267,6.331792,6.480775,3.878825,1504500
1995-06-02,6.406283,6.480775,6.331792,6.406283,3.834243,834600
1995-06-05,6.406283,6.629758,6.331792,6.555267,3.923410,3204000
1995-06-06,6.480775,6.629758,6.480775,6.555267,3.923410,2015100
1995-06-07,6.555267,6.704250,6.480775,6.555267,3.923410,1190000
1995-06-08,6.555267,6.778742,6.555267,6.629758,3.967996,1448100
1995-06-09,6.555267,6.704250,6.555267,6.555267,3.923410,1782800
1995-06-12,6.629758,6.629758,6.555267,6.555267,3.923410,2554600
1995-06-13,6.480775,6.629758,6.480775,6.629758,3.967996,1734400
1995-06-14,6.555267,6.704250,6.555267,6.629758,3.967996,1136100
1995-06-15,6.629758,6.853233,6.629758,6.704250,4.012579,1744800
1995-06-16,6.704250,6.778742,6.629758,6.629758,3.967996,1245500
1995-06-19,6.629758,6.778742,6.555267,6.778742,4.057163,1539000
1995-06-20,6.704250,6.853233,6.629758,6.704250,4.012579,2288200
1995-06-21,6.704250,6.704250,6.480775,6.480775,3.878825,1784200
1995-06-22,6.480775,6.555267,6.331792,6.406283,3.834243,2418000
1995-06-23,6.480775,6.704250,6.480775,6.480775,3.878825,1266300
1995-06-26,6.480775,6.629758,6.406283,6.406283,3.834243,1429800
1995-06-27,6.406283,6.704250,6.406283,6.629758,3.967996,1263800
1995-06-28,6.480775,6.704250,6.480775,6.704250,4.012579,1961000
1995-06-29,6.555267,6.778742,6.555267,6.629758,3.967996,1098100
1995-06-30,6.704250,6.704250,6.480775,6.480775,3.878825,1102100
1995-07-03,6.406283,6.555267,6.406283,6.555267,3.923410,299800
1995-07-05,6.480775,6.704250,6.480775,6.629758,3.967996,938400
1995-07-06,6.629758,6.704250,6.480775,6.480775,3.878825,1517000
1995-07-07,6.480775,6.704250,6.331792,6.629758,3.967996,1615700
1995-07-10,6.555267,6.629758,6.406283,6.406283,3.834243,627200
1995-07-11,6.331792,6.555267,6.331792,6.406283,3.834243,1358800
1995-07-12,6.406283,6.406283,6.257300,6.257300,3.745073,1030300
1995-07-13,6.182808,6.257300,6.033825,6.257300,3.745073,2453700
1995-07-14,6.108317,6.257300,6.033825,6.257300,3.745073,1149900
1995-07-17,6.257300,6.331792,6.182808,6.182808,3.700488,947400
1995-07-18,6.182808,6.331792,6.182808,6.257300,3.745073,4018000
1995-07-19,6.257300,6.257300,6.108317,6.182808,3.700488,1287700
1995-07-20,6.182808,6.257300,6.108317,6.182808,3.700488,1097100
1995-07-21,6.182808,6.257300,6.108317,6.182808,3.700488,959900
1995-07-24,6.108317,6.406283,6.108317,6.331792,3.789657,1604300
1995-07-25,6.257300,6.480775,6.257300,6.331792,3.789657,898000
1995-07-26,6.331792,6.406283,6.257300,6.406283,3.834243,1296200
1995-07-27,6.331792,6.555267,6.331792,6.480775,3.878825,1643900
1995-07-28,6.406283,6.480775,6.331792,6.331792,3.789657,651700
1995-07-31,6.331792,6.480775,6.331792,6.480775,3.878825,731700
1995-08-01,6.406283,6.406283,6.257300,6.257300,3.745073,1008500
1995-08-02,6.257300,6.406283,6.257300,6.257300,3.745073,1249400
1995-08-03,6.257300,6.331792,6.257300,6.257300,3.745073,979900
1995-08-04,6.257300,6.331792,6.108317,6.108317,3.655907,1071000
1995-08-07,6.108317,6.257300,6.108317,6.257300,3.745073,1070000
1995-08-08,6.257300,6.406283,6.182808,6.257300,3.745073,1603500
1995-08-09,6.257300,6.331792,6.108317,6.108317,3.655907,1522400
1995-08-10,6.108317,6.182808,5.884841,5.959333,3.566737,1727100
1995-08-11,5.959333,6.108317,5.810350,5.884841,3.522153,1148500
1995-08-14,5.884841,5.959333,5.810350,5.884841,3.522153,991100
1995-08-15,5.884841,5.959333,5.810350,5.884841,3.522153,1258100
1995-08-16,5.884841,6.033825,5.810350,5.959333,3.566737,1688100
1995-08-17,5.959333,6.108317,5.959333,6.108317,3.655907,1783100
1995-08-18,6.182808,6.406283,6.182808,6.331792,3.789657,1335100
1995-08-21,6.331792,6.480775,6.108317,6.108317,3.655907,1349800
1995-08-22,6.331792,6.704250,6.331792,6.555267,3.923410,2717100
1995-08-23,6.480775,6.629758,6.331792,6.331792,3.789657,1013900
1995-08-24,6.331792,6.406283,6.257300,6.257300,3.745073,822600
1995-08-25,6.257300,6.331792,6.182808,6.182808,3.700488,1359600
1995-08-28,6.257300,6.257300,6.033825,6.182808,3.700488,474300
1995-08-29,6.108317,6.182808,6.033825,6.108317,3.655907,598100
1995-08-30,6.033825,6.182808,5.959333,6.033825,3.611322,1036800
1995-08-31,6.033825,6.182808,6.033825,6.108317,3.655907,1533300
1995-09-01,6.033825,6.108317,5.959333,5.959333,3.566737,612400
1995-09-05,6.033825,6.108317,5.959333,6.033825,3.611322,731200
1995-09-06,6.182808,6.629758,6.182808,6.480775,3.878825,2635100
1995-09-07,6.406283,6.629758,6.406283,6.480775,3.878825,883600
1995-09-08,6.480775,6.704250,6.480775,6.704250,4.012579,906200
1995-09-11,6.704250,7.002217,6.704250,6.927725,4.146332,1534300
1995-09-12,7.002217,7.002217,6.704250,6.927725,4.146332,877600
1995-09-13,6.778742,6.927725,6.704250,6.853233,4.101748,1074600
1995-09-14,6.704250,6.853233,6.704250,6.853233,4.101748,531300
1995-09-15,6.927725,6.927725,6.480775,6.555267,3.923410,929400
1995-09-18,6.555267,6.704250,6.480775,6.629758,3.967996,882600
1995-09-19,6.629758,6.853233,6.629758,6.778742,4.057163,863200
1995-09-20,6.778742,6.927725,6.555267,6.555267,3.923410,1477100
1995-09-21,6.555267,6.555267,6.406283,6.555267,3.923410,1510600
1995-09-22,6.406283,6.629758,6.331792,6.555267,3.923410,829700
1995-09-25,6.555267,6.778742,6.480775,6.778742,4.057163,555800
1995-09-26,6.704250,6.853233,6.704250,6.853233,4.101748,887400
1995-09-27,6.704250,6.853233,6.704250,6.853233,4.101748,829300
1995-09-28,6.778742,6.927725,6.704250,6.927725,4.146332,755900
1995-09-29,6.853233,6.927725,6.778742,6.853233,4.101748,628500
1995-10-02,6.778742,6.927725,6.704250,6.853233,4.101748,1453200
1995-10-03,6.778742,6.853233,6.704250,6.853233,4.101748,763500
1995-10-04,6.778742,6.853233,6.629758,6.629758,3.967996,822000
1995-10-05,6.629758,6.778742,6.555267,6.778742,4.081822,437900
1995-10-06,6.704250,6.778742,6.629758,6.778742,4.081822,453800
1995-10-09,6.704250,6.853233,6.704250,6.853233,4.126677,424800
1995-10-10,6.704250,6.927725,6.704250,6.927725,4.171532,737100
1995-10-11,6.853233,6.927725,6.853233,6.927725,4.171532,457700
1995-10-12,6.927725,7.076708,6.853233,7.002217,4.216385,361400
1995-10-13,7.002217,7.076708,6.927725,6.927725,4.171532,452800
1995-10-16,6.853233,6.927725,6.778742,6.927725,4.171532,697800
1995-10-17,6.853233,6.927725,6.778742,6.853233,4.126677,446300
1995-10-18,6.853233,6.927725,6.853233,6.853233,4.126677,274500
1995-10-19,6.853233,7.002217,6.853233,7.002217,4.216385,496000
1995-10-20,6.927725,7.002217,6.927725,7.002217,4.216385,402100
1995-10-23,6.927725,7.151200,6.853233,7.076708,4.261243,868200
1995-10-24,7.076708,7.113954,6.927725,7.002217,4.216385,382000
1995-10-25,6.927725,7.002217,6.853233,6.927725,4.171532,544600
1995-10-26,6.853233,7.002217,6.778742,6.778742,4.081822,455800
1995-10-27,6.778742,6.853233,6.704250,6.704250,4.036966,1034600
